2839,37.2386217,126.7727833,13.1976443
2839,37.2386233,126.7727833,13.1180868
2839,37.238625,126.7727833,13.0803638
2839,37.2386267,126.7727833,13.0775666
2839,37.2386283,126.7727833,13.0806986
2839,37.2386283,126.772785,13.0841608
2839,37.23863,126.772785,13.0872284
2839,37.2386317,126.772785,13.0592723
2839,37.2386333,126.772785,13.0435702
2839,37.238635,126.7727867,15.0303894
2839,37.2386367,126.7727867,15.0591069
2839,37.2386383,126.7727883,15.061021
2839,37.23864,126.7727883,15.0591302
2839,37.2386417,126.7727883,15.0370274
2839,37.238645,126.77279,15.012838
2839,37.2386467,126.77279,14.9877194
2839,37.2386483,126.77279,15.4253404
2839,37.23865,126.7727917,15.4873399
2839,37.2386517,126.7727917,15.4907867
2839,37.238655,126.7727933,17.3577469
2839,37.2386567,126.7727933,19.1238932
2839,37.23866,126.772795,19.1013882
2839,37.2386617,126.772795,19.0761338
2839,37.2386633,126.7727967,19.8574088
2839,37.238665,126.7727983,24.0308648
2839,37.2386683,126.7728,24.2431299
2839,37.23867,126.7728,24.234099
2839,37.2386733,126.7728017,24.2144986
2839,37.238675,126.7728033,24.184349
2839,37.2386783,126.772805,24.1740196
2839,37.2386817,126.7728067,23.3576364
2839,37.2386833,126.7728067,21.9421953
2839,37.2386867,126.7728083,21.9276555
2839,37.2386883,126.77281,22.3734679
2839,37.2386917,126.7728117,22.4455911
2839,37.2386933,126.7728117,22.4430645
2839,37.2386967,126.7728133,22.4186879
2839,37.2386983,126.772815,22.3924267
2839,37.2387017,126.7728167,24.6456125
2839,37.238705,126.7728183,24.6592037
2839,37.2387067,126.77282,24.6348638
2839,37.23871,126.7728217,24.6075269
2839,37.2387133,126.7728233,24.5808432
2839,37.2387167,126.772825,24.555226
2839,37.2387217,126.7728267,24.5293785
2839,37.238725,126.7728283,24.5124423
2839,37.2387283,126.7728317,24.5121924
2839,37.2387333,126.7728333,26.8859293
2839,37.2387367,126.7728367,27.2865203
